,EnvironmentSatisfaction,JobSatisfaction,Attrition,BusinessTravel,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement
3869,4.0,4.0,No,Travel_Frequently,2,Life Sciences,2,Research Scientist,Married,24510,7.0,1,19.0,3,2,9,3
3870,1.0,2.0,No,Travel_Rarely,2,Medical,2,Sales Representative,Divorced,42400,1.0,0,10.0,2,0,9,2
3871,4.0,4.0,No,Travel_Rarely,3,Medical,5,Sales Executive,Divorced,109990,1.0,3,6.0,3,0,4,2
3872,4.0,2.0,No,Travel_Rarely,4,Technical Degree,5,Research Scientist,Divorced,50030,0.0,0,10.0,5,1,6,3
3873,1.0,4.0,No,Travel_Rarely,4,Technical Degree,2,Sales Executive,Married,127420,1.0,0,10.0,4,0,2,2
3874,4.0,1.0,No,Travel_Rarely,4,Medical,1,Laboratory Technician,Divorced,42270,4.0,0,17.0,3,2,2,2
3875,4.0,2.0,No,Travel_Frequently,2,Medical,1,Sales Executive,Single,39170,1.0,3,4.0,2,3,3,3
3876,2.0,2.0,No,Travel_Rarely,4,Medical,3,Laboratory Technician,Divorced,183030,6.0,1,29.0,2,1,2,2
3877,3.0,3.0,No,Travel_Rarely,3,Medical,2,Manufacturing Director,Single,23800,4.0,0,23.0,3,0,0,1
3878,4.0,3.0,No,Travel_Rarely,4,Life Sciences,4,Manager,Single,137260,3.0,0,21.0,6,0,2,4
3879,4.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Sales Representative,Single,47770,1.0,1,2.0,3,0,2,3
3880,3.0,4.0,No,Non-Travel,2,Medical,2,Healthcare Representative,Divorced,63850,1.0,0,7.0,6,1,2,2
3881,1.0,3.0,No,Travel_Rarely,2,Technical Degree,3,Sales Executive,Married,199730,6.0,0,10.0,2,0,2,3
3882,3.0,4.0,No,Travel_Rarely,3,Technical Degree,3,Healthcare Representative,Divorced,68610,4.0,0,8.0,2,2,2,2
3883,4.0,3.0,Yes,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Single,49690,1.0,0,5.0,3,1,2,3
3884,4.0,3.0,No,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,198450,7.0,1,7.0,3,0,0,3
3885,2.0,4.0,No,Travel_Rarely,3,Life Sciences,4,Research Director,Married,133200,3.0,0,11.0,2,1,2,3
3886,4.0,3.0,Yes,Travel_Frequently,2,Marketing,1,Healthcare Representative,Married,63470,2.0,1,19.0,3,7,7,1
3887,4.0,2.0,Yes,Travel_Rarely,3,Life Sciences,2,Research Scientist,Single,27430,1.0,1,1.0,2,0,0,3
3888,4.0,4.0,No,Non-Travel,2,Medical,1,Human Resources,Single,108800,1.0,1,7.0,5,5,7,3
3889,1.0,2.0,No,Travel_Rarely,1,Life Sciences,5,Laboratory Technician,Divorced,23420,5.0,2,8.0,2,1,2,3
3890,2.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Research Scientist,Married,176500,1.0,1,15.0,6,4,13,1
3891,3.0,4.0,No,Travel_Rarely,4,Medical,1,Manager,Divorced,40250,3.0,1,19.0,5,0,0,2
3892,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Manager,Married,97250,1.0,0,14.0,0,2,13,3
3893,3.0,4.0,No,Travel_Frequently,3,Life Sciences,1,Laboratory Technician,Divorced,119040,1.0,1,6.0,4,1,3,3
3894,2.0,4.0,No,Travel_Rarely,2,Life Sciences,1,Healthcare Representative,Married,21770,1.0,0,10.0,5,8,7,3
3895,3.0,4.0,Yes,Travel_Rarely,2,Medical,2,Research Scientist,Divorced,75250,1.0,2,3.0,2,0,2,3
3896,3.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Married,48340,1.0,0,9.0,1,6,7,4
3897,1.0,4.0,No,Travel_Frequently,3,Life Sciences,3,Sales Executive,Single,20420,0.0,0,6.0,2,1,4,3
3898,4.0,4.0,No,Travel_Rarely,4,Life Sciences,2,Sales Executive,Married,22200,1.0,0,10.0,2,8,8,1
3899,3.0,3.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Married,10520,1.0,0,5.0,3,0,4,3
3900,4.0,3.0,No,Travel_Rarely,4,Marketing,1,Research Scientist,Single,28210,1.0,0,10.0,3,8,7,3
3901,4.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Research Scientist,Married,192370,9.0,1,9.0,2,1,2,3
3902,3.0,4.0,No,Travel_Rarely,4,Life Sciences,3,Research Scientist,Single,41070,3.0,1,17.0,2,6,7,1
3903,3.0,3.0,No,Non-Travel,3,Life Sciences,2,Manufacturing Director,Married,83960,3.0,2,25.0,3,14,4,2
3904,4.0,3.0,Yes,Travel_Rarely,2,Medical,2,Manager,Married,20070,1.0,0,1.0,2,0,0,2
3905,3.0,3.0,Yes,Travel_Frequently,3,Medical,2,Sales Executive,Married,196270,7.0,2,25.0,1,14,10,3
3906,4.0,3.0,No,Travel_Rarely,1,Medical,1,Sales Executive,Married,106860,1.0,1,3.0,2,0,2,3
3907,4.0,2.0,No,Travel_Rarely,4,Life Sciences,1,Research Director,Single,29420,1.0,1,21.0,4,8,6,3
3908,1.0,3.0,No,Travel_Frequently,1,Marketing,2,Laboratory Technician,Married,88580,6.0,1,10.0,2,1,3,3
3909,2.0,3.0,No,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,167560,1.0,2,6.0,5,0,3,3
3910,3.0,2.0,No,Non-Travel,2,Medical,2,Research Scientist,Married,107980,2.0,2,10.0,5,1,2,1
3911,2.0,1.0,No,Travel_Rarely,2,Technical Degree,1,Healthcare Representative,Married,23230,2.0,1,18.0,2,0,0,3
3912,2.0,1.0,No,Travel_Rarely,3,Life Sciences,1,Research Scientist,Divorced,14160,1.0,1,6.0,3,1,2,2
3913,3.0,2.0,No,Travel_Rarely,3,Medical,4,Sales Executive,Single,46150,6.0,0,19.0,3,0,9,2
3914,4.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Laboratory Technician,Married,24610,2.0,1,17.0,4,0,7,3
3915,2.0,4.0,No,Travel_Rarely,4,Marketing,1,Laboratory Technician,Married,87220,1.0,1,10.0,3,0,8,3
3916,3.0,2.0,No,Non-Travel,2,Life Sciences,2,Sales Executive,Married,39550,7.0,1,4.0,5,0,0,3
3917,3.0,4.0,No,Travel_Rarely,4,Technical Degree,3,Sales Executive,Divorced,99570,4.0,0,13.0,1,0,3,3
3918,2.0,1.0,Yes,Travel_Rarely,3,Medical,2,Manufacturing Director,Divorced,33760,5.0,0,16.0,3,2,2,3
3919,1.0,2.0,Yes,Travel_Rarely,3,Medical,2,Research Director,Single,88230,6.0,2,10.0,3,0,0,3
3920,3.0,2.0,No,Travel_Rarely,4,Life Sciences,3,Manufacturing Director,Single,103220,1.0,2,3.0,2,1,2,3
3921,4.0,4.0,No,Travel_Frequently,3,Marketing,2,Sales Executive,Single,46210,2.0,1,9.0,3,1,4,3
3922,4.0,4.0,No,Non-Travel,3,Life Sciences,2,Manufacturing Director,Married,109760,1.0,0,9.0,3,5,8,2
3923,4.0,3.0,No,Travel_Rarely,3,Technical Degree,1,Research Scientist,Married,36600,3.0,2,10.0,0,0,2,2
3924,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Manufacturing Director,Single,104820,1.0,1,21.0,6,12,8,2
3925,3.0,3.0,No,Travel_Rarely,4,Medical,1,Sales Representative,Married,71190,4.0,0,9.0,2,0,3,3
3926,4.0,1.0,No,Travel_Frequently,3,Life Sciences,1,Research Director,Single,95820,0.0,1,10.0,2,0,7,3
3927,1.0,4.0,No,Travel_Frequently,4,Marketing,1,Sales Executive,Married,45080,0.0,1,3.0,5,2,1,3
3928,3.0,4.0,Yes,Travel_Frequently,3,Life Sciences,1,Human Resources,Divorced,22070,6.0,0,6.0,4,1,2,3
3929,1.0,3.0,No,Travel_Rarely,2,Life Sciences,3,Laboratory Technician,Married,77560,1.0,2,6.0,3,0,2,4
3930,3.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Manager,Single,66940,1.0,1,6.0,2,1,4,2
3931,2.0,2.0,Yes,Travel_Rarely,3,Marketing,5,Research Scientist,Single,36910,1.0,0,2.0,3,2,2,3
3932,4.0,3.0,No,Travel_Frequently,4,Life Sciences,1,Sales Executive,Single,23770,8.0,1,10.0,2,0,2,3
3933,3.0,1.0,No,Travel_Rarely,3,Life Sciences,3,Sales Executive,Divorced,23130,2.0,0,12.0,5,1,7,3
3934,4.0,4.0,No,Travel_Rarely,2,Medical,2,Healthcare Representative,Married,176650,0.0,0,6.0,5,1,2,2
3935,4.0,2.0,No,Non-Travel,4,Medical,1,Sales Representative,Single,25960,8.0,1,13.0,4,1,7,3
3936,4.0,4.0,No,Travel_Rarely,4,Marketing,1,Sales Executive,Single,47280,3.0,1,8.0,4,0,4,3
3937,1.0,1.0,Yes,Travel_Rarely,3,Life Sciences,1,Sales Executive,Single,43020,2.0,0,11.0,3,0,0,1
3938,3.0,2.0,No,Travel_Frequently,3,Medical,1,Healthcare Representative,Married,29790,4.0,1,9.0,3,0,5,3
3939,1.0,3.0,Yes,Travel_Rarely,4,Human Resources,2,Laboratory Technician,Married,168850,2.0,2,10.0,2,0,0,3
3940,4.0,1.0,No,Travel_Rarely,4,Other,2,Sales Representative,Divorced,55930,1.0,1,1.0,3,0,0,3
3941,3.0,3.0,No,Travel_Rarely,1,Medical,1,Sales Representative,Married,104450,3.0,1,10.0,3,1,7,3
3942,2.0,2.0,No,Non-Travel,4,Life Sciences,1,Laboratory Technician,Single,87400,2.0,1,12.0,2,0,7,3
3943,2.0,4.0,No,Travel_Rarely,2,Technical Degree,1,Manufacturing Director,Married,25140,3.0,0,15.0,2,1,0,2
3944,3.0,3.0,Yes,Travel_Frequently,4,Other,3,Sales Executive,Married,76550,9.0,1,6.0,3,0,0,3
3945,2.0,2.0,No,Travel_Rarely,3,Other,1,Healthcare Representative,Divorced,174650,8.0,1,7.0,3,0,4,3
3946,3.0,1.0,No,Travel_Rarely,2,Life Sciences,1,Sales Executive,Married,73510,8.0,1,34.0,3,0,0,3
3947,4.0,2.0,No,Non-Travel,3,Other,1,Research Scientist,Divorced,108200,5.0,0,11.0,2,1,7,3
3948,3.0,1.0,No,Travel_Rarely,3,Medical,1,Sales Representative,Divorced,121690,1.0,0,5.0,2,0,4,3
3949,4.0,3.0,No,Non-Travel,4,Medical,1,Research Scientist,Divorced,196260,1.0,0,15.0,5,0,7,2
3950,1.0,3.0,No,Non-Travel,4,Medical,2,Healthcare Representative,Married,20700,4.0,2,27.0,2,0,2,4
3951,2.0,4.0,No,Travel_Rarely,2,Marketing,1,Laboratory Technician,Single,67820,0.0,1,10.0,2,1,8,3
3952,4.0,4.0,No,Travel_Rarely,2,Life Sciences,5,Sales Executive,Single,77790,5.0,1,6.0,2,2,2,3
3953,2.0,2.0,Yes,Travel_Rarely,2,Marketing,5,Healthcare Representative,Single,27910,1.0,0,1.0,3,1,0,4
3954,4.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Sales Executive,Married,32010,1.0,1,5.0,3,0,4,2
3955,3.0,1.0,Yes,Travel_Rarely,3,Other,4,Research Scientist,Married,49680,1.0,0,1.0,3,0,0,3
3956,1.0,4.0,No,Travel_Rarely,5,Life Sciences,5,Sales Executive,Married,131200,1.0,2,13.0,6,5,7,2
3957,1.0,3.0,No,Travel_Rarely,4,Life Sciences,1,Manager,Married,40330,2.0,0,15.0,2,2,2,3
3958,2.0,2.0,No,Travel_Rarely,1,Life Sciences,2,Sales Executive,Married,32910,1.0,3,5.0,2,0,3,2
3959,3.0,4.0,No,Travel_Rarely,4,Marketing,1,Sales Representative,Divorced,42720,7.0,0,24.0,3,2,2,4
3960,4.0,1.0,No,Travel_Rarely,3,Technical Degree,4,Research Scientist,Married,50560,7.0,0,15.0,2,5,7,2
3961,3.0,2.0,Yes,Travel_Frequently,4,Life Sciences,1,Research Scientist,Divorced,28440,1.0,0,6.0,2,2,3,4
3962,3.0,2.0,No,Travel_Rarely,2,Technical Degree,2,Sales Executive,Divorced,27030,2.0,0,19.0,2,4,7,3
3963,3.0,4.0,Yes,Travel_Rarely,4,Life Sciences,2,Research Scientist,Single,19040,1.0,1,10.0,4,7,7,3
3964,4.0,1.0,No,Travel_Rarely,5,Medical,2,Laboratory Technician,Married,82240,6.0,0,14.0,3,7,6,3
3965,3.0,4.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Married,47660,1.0,0,5.0,3,0,3,3
3966,3.0,3.0,No,Travel_Rarely,4,Marketing,2,Laboratory Technician,Single,26100,7.0,0,9.0,2,2,2,2
3967,2.0,2.0,No,Non-Travel,2,Life Sciences,2,Manufacturing Director,Single,57310,8.0,0,6.0,2,2,2,3
3968,3.0,1.0,No,Travel_Rarely,2,Medical,1,Research Director,Married,25390,4.0,1,7.0,3,0,2,3
3969,2.0,1.0,No,Travel_Rarely,4,Other,2,Laboratory Technician,Married,57140,5.0,0,10.0,2,0,0,3
3970,2.0,4.0,No,Non-Travel,1,Life Sciences,2,Research Director,Divorced,43230,2.0,3,15.0,3,1,7,3
3971,1.0,2.0,No,Non-Travel,4,Marketing,3,Sales Executive,Divorced,73360,5.0,0,13.0,3,3,8,3
3972,4.0,1.0,Yes,Travel_Frequently,1,Life Sciences,1,Manufacturing Director,Married,134990,4.0,2,11.0,2,0,7,4
3973,4.0,1.0,Yes,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Single,137580,1.0,1,10.0,5,0,8,3
3974,3.0,4.0,No,Travel_Frequently,1,Medical,2,Healthcare Representative,Divorced,51550,2.0,1,7.0,3,2,2,2
3975,1.0,3.0,No,Non-Travel,5,Medical,3,Sales Executive,Single,22580,4.0,0,7.0,2,1,2,3
3976,2.0,2.0,No,Travel_Rarely,3,Life Sciences,3,Research Scientist,Single,35970,3.0,1,11.0,2,1,2,1
3977,3.0,3.0,No,Travel_Rarely,1,Technical Degree,3,Laboratory Technician,Divorced,25150,0.0,0,23.0,2,13,5,2
3978,1.0,3.0,No,Travel_Rarely,3,Marketing,2,Manager,Single,44200,9.0,0,9.0,3,0,2,3
3979,4.0,2.0,Yes,Travel_Rarely,1,Technical Degree,3,Sales Executive,Married,65780,0.0,2,6.0,3,1,4,2
3980,4.0,2.0,Yes,Travel_Rarely,3,Medical,1,Sales Executive,Married,44220,4.0,1,13.0,2,3,7,3
3981,3.0,4.0,No,Travel_Rarely,2,Medical,3,Sales Executive,Divorced,102740,4.0,0,12.0,3,0,3,3
3982,2.0,3.0,No,Travel_Rarely,3,Life Sciences,2,Laboratory Technician,Married,53430,1.0,0,10.0,5,4,8,2
3983,2.0,2.0,No,Non-Travel,4,Medical,1,Laboratory Technician,Divorced,23760,4.0,1,37.0,3,14,14,3
3984,2.0,3.0,No,Travel_Rarely,1,Technical Degree,3,Manufacturing Director,Married,53460,0.0,0,6.0,3,0,3,2
3985,3.0,2.0,No,Travel_Rarely,5,Medical,2,Research Scientist,Divorced,28270,8.0,1,28.0,3,14,10,3
3986,2.0,1.0,No,Travel_Rarely,4,Life Sciences,2,Manager,Divorced,199430,2.0,1,15.0,3,7,7,3
3987,4.0,4.0,No,Travel_Rarely,4,Medical,1,Research Scientist,Married,31310,4.0,0,14.0,3,1,7,2
3988,1.0,1.0,No,Travel_Frequently,4,Other,3,Manufacturing Director,Married,25520,2.0,0,9.0,2,2,2,3
3989,3.0,1.0,No,Travel_Rarely,2,Life Sciences,3,Manager,Married,44770,1.0,0,3.0,6,1,2,3
3990,2.0,4.0,No,Travel_Rarely,3,Medical,2,Manufacturing Director,Married,64740,2.0,2,20.0,3,0,3,1
3991,3.0,4.0,No,Travel_Rarely,3,Marketing,1,Healthcare Representative,Single,30330,1.0,0,5.0,2,1,2,2
3992,1.0,3.0,No,Travel_Frequently,4,Technical Degree,1,Sales Representative,Married,29360,2.0,1,23.0,3,2,2,3
3993,2.0,3.0,No,Non-Travel,3,Life Sciences,3,Sales Representative,Single,186060,1.0,2,0.0,4,0,0,3
3994,4.0,1.0,Yes,Travel_Rarely,3,Life Sciences,3,Laboratory Technician,Married,21680,0.0,1,2.0,2,0,0,3
3995,1.0,1.0,Yes,Travel_Rarely,2,Medical,1,Manager,Divorced,28530,4.0,1,4.0,5,2,0,2
3996,3.0,3.0,No,Non-Travel,4,Technical Degree,1,Research Scientist,Married,170480,4.0,0,10.0,3,5,7,2
3997,4.0,2.0,No,Travel_Rarely,3,Technical Degree,5,Laboratory Technician,Married,22900,4.0,0,15.0,5,0,0,3
3998,1.0,4.0,No,Travel_Frequently,3,Medical,1,Research Director,Married,36000,1.0,0,7.0,2,7,7,3
3999,4.0,4.0,No,Travel_Frequently,4,Life Sciences,5,Research Scientist,Single,21070,0.0,0,6.0,2,0,2,3
4000,4.0,4.0,No,Travel_Frequently,2,Medical,1,Human Resources,Married,41150,1.0,0,11.0,1,3,10,3
4001,4.0,4.0,No,Travel_Frequently,4,Life Sciences,4,Sales Executive,Single,43270,8.0,0,4.0,4,0,0,3
4002,3.0,3.0,No,Non-Travel,3,Medical,1,Manager,Married,178560,3.0,0,10.0,2,3,3,3
4003,2.0,3.0,No,Travel_Rarely,2,Life Sciences,5,Manager,Single,31960,4.0,1,7.0,3,2,0,2
4004,4.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Laboratory Technician,Divorced,190810,3.0,0,12.0,2,4,7,3
4005,3.0,4.0,No,Non-Travel,3,Life Sciences,1,Sales Executive,Divorced,89660,1.0,1,3.0,3,2,2,2
4006,4.0,3.0,No,Travel_Rarely,3,Medical,1,Manufacturing Director,Divorced,22100,8.0,1,11.0,4,1,6,3
4007,4.0,3.0,No,Travel_Rarely,4,Medical,2,Research Director,Single,45390,4.0,1,8.0,5,0,0,3
4008,3.0,2.0,Yes,Travel_Rarely,1,Medical,2,Laboratory Technician,Single,27410,7.0,0,7.0,3,2,2,3
4009,1.0,1.0,No,Travel_Rarely,1,Life Sciences,2,Laboratory Technician,Divorced,34910,2.0,0,25.0,0,2,8,3
4010,2.0,3.0,No,Travel_Rarely,3,Life Sciences,5,Research Scientist,Married,45410,1.0,2,9.0,4,5,8,4
4011,4.0,2.0,No,Travel_Rarely,2,Medical,3,Sales Executive,Married,26780,1.0,1,1.0,3,0,0,3
4012,1.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Manufacturing Director,Married,73790,7.0,2,21.0,3,6,14,2
4013,4.0,2.0,No,Travel_Rarely,3,Life Sciences,2,Manager,Married,62720,4.0,0,29.0,3,12,9,2
4014,4.0,4.0,Yes,Travel_Frequently,2,Life Sciences,1,Laboratory Technician,Single,52200,1.0,0,1.0,3,1,0,2
4015,3.0,2.0,Yes,Travel_Rarely,4,Medical,2,Sales Representative,Married,27430,5.0,1,14.0,1,0,7,4
4016,4.0,1.0,No,Travel_Frequently,4,Medical,3,Healthcare Representative,Married,49980,0.0,2,8.0,3,7,3,3
4017,4.0,4.0,No,Travel_Rarely,3,Technical Degree,3,Healthcare Representative,Divorced,102520,8.0,1,7.0,3,2,2,3
4018,2.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Human Resources,Married,27810,8.0,1,19.0,2,0,4,3
4019,2.0,2.0,No,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Married,68520,1.0,1,1.0,2,0,0,4
4020,2.0,4.0,Yes,Travel_Rarely,4,Life Sciences,2,Sales Executive,Single,49500,1.0,2,1.0,3,0,0,3
4021,4.0,2.0,Yes,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Single,35790,1.0,3,1.0,3,0,0,3
4022,2.0,3.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Married,131910,1.0,1,10.0,2,1,7,2
4023,2.0,3.0,No,Travel_Rarely,4,Life Sciences,5,Manager,Divorced,103770,1.0,0,10.0,2,0,2,3
4024,3.0,4.0,No,Travel_Rarely,2,Technical Degree,1,Sales Executive,Married,22350,2.0,1,9.0,2,1,0,3
4025,4.0,1.0,No,Travel_Rarely,5,Life Sciences,1,Sales Executive,Single,105020,3.0,0,11.0,4,1,2,2
4026,4.0,1.0,No,Travel_Rarely,2,Medical,1,Manufacturing Director,Married,20110,5.0,0,16.0,4,0,4,4
4027,4.0,2.0,No,Travel_Rarely,1,Technical Degree,2,Laboratory Technician,Married,18590,0.0,1,4.0,2,0,2,2
4028,2.0,4.0,No,Travel_Rarely,3,Medical,2,Sales Executive,Married,37600,0.0,1,10.0,2,3,8,2
4029,2.0,4.0,No,Travel_Frequently,3,Medical,4,Manufacturing Director,Single,177790,1.0,1,10.0,5,0,8,1
4030,1.0,4.0,No,Travel_Rarely,3,Other,1,Sales Executive,Divorced,68330,2.0,0,22.0,3,11,16,3
4031,2.0,3.0,No,Travel_Rarely,2,Life Sciences,2,Human Resources,Married,68120,1.0,0,1.0,2,1,0,2
4032,1.0,3.0,No,Travel_Rarely,3,Technical Degree,2,Manufacturing Director,Single,51710,0.0,1,9.0,1,0,7,2
4033,4.0,4.0,No,Travel_Frequently,3,Life Sciences,2,Research Director,Divorced,197400,3.0,0,24.0,2,4,7,4
4034,2.0,1.0,No,Travel_Rarely,2,Medical,4,Manager,Married,187110,2.0,1,10.0,0,2,2,3
4035,4.0,1.0,Yes,Non-Travel,2,Life Sciences,1,Sales Representative,Married,36920,1.0,1,5.0,5,3,0,3
4036,1.0,4.0,Yes,Travel_Rarely,2,Medical,5,Sales Executive,Single,25590,1.0,0,5.0,3,1,0,3
4037,3.0,2.0,No,Travel_Rarely,3,Technical Degree,3,Healthcare Representative,Married,25170,2.0,0,12.0,3,1,3,3
4038,3.0,2.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Married,66230,5.0,0,14.0,3,1,4,3
4039,3.0,1.0,No,Travel_Rarely,3,Technical Degree,2,Sales Executive,Married,182650,9.0,1,18.0,4,5,7,3
4040,3.0,4.0,No,Travel_Rarely,4,Life Sciences,1,Sales Executive,Divorced,161240,2.0,1,8.0,2,1,4,2
4041,4.0,4.0,No,Travel_Rarely,1,Life Sciences,3,Laboratory Technician,Married,25850,3.0,0,9.0,5,0,1,3
4042,1.0,3.0,No,Travel_Rarely,2,Life Sciences,3,Manufacturing Director,Divorced,182130,8.0,2,4.0,3,2,2,4
4043,3.0,4.0,No,Travel_Frequently,2,Life Sciences,2,Healthcare Representative,Married,83800,0.0,0,8.0,3,7,7,4
4044,2.0,3.0,No,Travel_Frequently,4,Life Sciences,2,Manager,Single,29940,4.0,1,12.0,2,0,3,3
4045,2.0,3.0,No,Travel_Rarely,3,Life Sciences,5,Sales Executive,Single,12230,1.0,1,10.0,3,0,9,3
4046,3.0,4.0,No,Travel_Frequently,3,Life Sciences,4,Research Scientist,Married,11180,1.0,0,7.0,3,0,7,3
4047,3.0,1.0,Yes,Travel_Frequently,4,Human Resources,2,Sales Executive,Single,28750,1.0,0,1.0,3,0,0,3
4048,1.0,3.0,No,Non-Travel,5,Medical,2,Sales Representative,Married,188240,6.0,1,10.0,4,1,2,3
4049,2.0,2.0,No,Travel_Rarely,2,Technical Degree,2,Healthcare Representative,Married,135770,1.0,1,6.0,2,1,2,3
4050,3.0,4.0,No,Travel_Frequently,4,Life Sciences,2,Manufacturing Director,Married,26250,1.0,3,16.0,4,6,11,3
4051,4.0,3.0,Yes,Travel_Rarely,3,Technical Degree,1,Research Director,Single,187890,3.0,1,6.0,4,2,2,3
4052,3.0,2.0,No,Non-Travel,4,Medical,1,Research Scientist,Married,45380,8.0,0,16.0,3,1,7,3
4053,4.0,1.0,No,Travel_Rarely,3,Technical Degree,2,Sales Executive,Married,198470,4.0,0,6.0,6,0,0,3
4054,1.0,1.0,No,Travel_Rarely,3,Other,1,Laboratory Technician,Married,105120,1.0,1,10.0,2,7,9,3
4055,4.0,2.0,No,Travel_Frequently,2,Medical,1,Manager,Divorced,44440,1.0,0,20.0,2,0,7,3
4056,4.0,4.0,No,Travel_Rarely,3,Marketing,5,Sales Representative,Married,21540,4.0,1,29.0,3,0,0,3
4057,1.0,3.0,Yes,Travel_Frequently,3,Life Sciences,2,Laboratory Technician,Single,191900,3.0,1,8.0,2,0,3,3
4058,2.0,4.0,No,Travel_Rarely,4,Life Sciences,1,Sales Representative,Divorced,44900,2.0,1,10.0,1,0,3,3
4059,2.0,4.0,No,Travel_Frequently,4,Life Sciences,2,Research Scientist,Married,35060,3.0,1,28.0,4,4,3,2
4060,2.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Sales Executive,Divorced,23720,3.0,1,14.0,3,0,0,3
4061,1.0,2.0,Yes,Travel_Frequently,1,Life Sciences,4,Laboratory Technician,Married,102310,1.0,1,1.0,2,0,0,3
4062,2.0,1.0,No,Travel_Rarely,1,Medical,1,Sales Executive,Married,54100,0.0,0,6.0,4,0,4,3
4063,3.0,3.0,No,Non-Travel,1,Medical,3,Research Scientist,Single,79780,1.0,2,5.0,2,1,4,3
4064,3.0,1.0,No,Non-Travel,1,Medical,1,Sales Executive,Divorced,38670,1.0,1,4.0,4,2,3,4
4065,1.0,2.0,No,Non-Travel,3,Life Sciences,2,Research Scientist,Married,28380,1.0,2,5.0,5,0,2,1
4066,1.0,4.0,No,Travel_Rarely,3,Marketing,4,Healthcare Representative,Single,46950,1.0,1,14.0,2,2,1,3
4067,4.0,3.0,No,Travel_Rarely,3,Technical Degree,1,Research Director,Divorced,33390,1.0,0,9.0,2,1,1,2
4068,3.0,1.0,No,Travel_Rarely,2,Life Sciences,2,Research Scientist,Single,20800,0.0,0,8.0,6,7,6,4
4069,1.0,1.0,No,Travel_Rarely,4,Other,2,Laboratory Technician,Married,20960,0.0,0,6.0,2,0,2,4
4070,3.0,4.0,No,Non-Travel,1,Life Sciences,3,Manager,Divorced,62090,5.0,1,9.0,5,1,2,4
4071,4.0,1.0,No,Travel_Frequently,5,Technical Degree,2,Human Resources,Married,180610,1.0,1,10.0,2,8,7,3
4072,3.0,4.0,Yes,Travel_Rarely,5,Life Sciences,2,Sales Representative,Divorced,171230,5.0,1,6.0,2,0,3,2
4073,1.0,1.0,No,Travel_Rarely,2,Technical Degree,3,Sales Representative,Single,23720,4.0,0,20.0,3,0,0,2
4074,3.0,4.0,No,Travel_Rarely,3,Life Sciences,2,Sales Representative,Married,48830,1.0,1,10.0,1,0,9,1
4075,4.0,4.0,No,Travel_Rarely,3,Life Sciences,1,Manager,Single,39040,1.0,0,7.0,2,0,7,3
4076,4.0,4.0,No,Travel_Rarely,1,Medical,2,Research Scientist,Single,46270,8.0,1,8.0,2,0,0,2
4077,1.0,4.0,Yes,Travel_Frequently,1,Other,3,Sales Executive,Married,70940,1.0,1,10.0,2,0,8,3
4078,1.0,1.0,Yes,Travel_Rarely,3,Medical,1,Research Scientist,Single,34230,6.0,1,15.0,4,2,2,3
4079,1.0,3.0,No,Travel_Rarely,3,Other,3,Research Scientist,Married,66740,3.0,1,9.0,2,2,3,3
4080,4.0,3.0,No,Travel_Frequently,4,Medical,4,Sales Executive,Divorced,168800,1.0,3,9.0,2,2,8,3
4081,1.0,3.0,No,Travel_Rarely,3,Medical,1,Research Scientist,Married,90940,1.0,1,10.0,0,0,9,3
4082,4.0,2.0,No,Travel_Frequently,5,Medical,4,Sales Executive,Married,84460,0.0,0,7.0,3,1,2,2
4083,3.0,2.0,No,Travel_Rarely,3,Marketing,2,Laboratory Technician,Married,119160,4.0,1,35.0,3,1,4,2
4084,4.0,4.0,No,Travel_Rarely,3,Other,1,Manufacturing Director,Divorced,45340,1.0,0,1.0,2,0,0,3
4085,2.0,1.0,No,Travel_Rarely,3,Life Sciences,2,Sales Executive,Single,98520,0.0,1,21.0,5,11,10,2
